|   133|0000|
|     1|1192|
|     1|1196|
|     2|14|
|    25|154|
|     1|1685|
|    66|1770|
|    45|1773|
|    47|1775|
|     1|1776|
|    60|1777|
|   161|1779|
|    36|1782|
|    52|1785|
|    45|1787|
|    43|1788|
|    82|1789|
|    37|1790|
|    34|1792|
|    35|1794|
|    35|1796|
|    32|1798|
|    36|1800|
|    40|1803|
|    32|1805|
|    44|1806|
|     9|1807|
|    46|1809|
|    92|1812|
|    42|1814|
|    20|1815|
|    71|1817|
|    27|1818|
|    46|1821|
|    44|1823|
|    72|1826|
|    87|1827|
|    15|1828|
|    53|1830|
|    48|1831|
|    83|1832|
|    17|1833|
|    64|1834|
|    45|1835|
|    92|1836|
|    81|1838|
|   114|1839|
|    60|1840|
|   105|1841|
|    58|1842|
|   208|1843|
|   448|1844|
|    63|1845|
|    96|1846|
|   136|1847|
|    64|1848|
|   285|1849|
|   265|1850|
|    32|1851|
|    50|1852|
|   229|1853|
|    61|1854|
|    42|1855|
|   215|1856|
|   373|1857|
|    43|1858|
|   130|1859|
|    52|1860|
|   149|1861|
|   224|1862|
|   300|1863|
|   242|1864|
|   262|1865|
|   419|1866|
|   491|1867|
|   386|1868|
|   494|1869|
|   499|1870|
|   395|1871|
|   671|1872|
|   526|1873|
|   435|1874|
|   609|1875|
|   527|1876|
|   455|1877|
|   658|1878|
|   391|1879|
|   665|1880|
|   610|1881|
|   637|1882|
|   629|1883|
|   686|1884|
|   572|1885|
|   862|1886|
|   991|1887|
|  1113|1888|
|  1136|1889|
|   990|1890|
|  1070|1891|
|  1098|1892|
|  1131|1893|
|  1123|1894|
|  1225|1895|
|  1170|1896|
|  1337|1897|
|  1159|1898|
|  1250|1899|
|  1260|1900|
|  1107|1901|
|  1148|1902|
|  1250|1903|
|  1232|1904|
|  1459|1905|
|  1494|1906|
|  1710|1907|
|  1689|1908|
|  1868|1909|
|  1750|1910|
|  1841|1911|
|  1859|1912|
|  1929|1913|
|  2116|1914|
|  1672|1915|
|  1698|1916|
|  1579|1917|
|  1670|1918|
|  1826|1919|
|  1841|1920|
|  1934|1921|
|  2098|1922|
|  2262|1923|
|  2383|1924|
|  2525|1925|
|  2689|1926|
|  2817|1927|
|  3247|1928|
|  2959|1929|
|  2969|1930|
|  3121|1931|
|  3384|1932|
|  3334|1933|
|  3401|1934|
|  3478|1935|
|  3669|1936|
|  3628|1937|
|  3552|1938|
|  3605|1939|
|  3005|1940|
|  2421|1941|
|  2331|1942|
|  2106|1943|
|  2271|1944|
|  2466|1945|
|  2741|1946|
|  2976|1947|
|  3322|1948|
|  3696|1949|
|  3861|1950|
|  4323|1951|
|  4283|1952|
|  4622|1953|
|  4789|1954|
|  5076|1955|
|  5178|1956|
|  5524|1957|
|  5403|1958|
|  5438|1959|
|  5851|1960|
|  5933|1961|
|  6569|1962|
|  6662|1963|
|  7060|1964|
|  7057|1965|
|  7174|1966|
|  7828|1967|
|  8199|1968|
|  8649|1969|
|     3|197|
|  9057|1970|
|  9321|1971|
| 10309|1972|
|  9954|1973|
| 10332|1974|
| 10287|1975|
| 10562|1976|
| 11439|1977|
| 11693|1978|
| 11573|1979|
| 11852|1980|
| 12322|1981|
|     1|1981!|
| 12542|1982|
| 13793|1983|
| 14054|1984|
| 14776|1985|
| 15134|1986|
| 15668|1987|
| 16292|1988|
| 16841|1989|
| 17180|1990|
| 17454|1991|
| 18220|1992|
| 18895|1993|
| 18612|1994|
| 18857|1995|
| 18957|1996|
| 15495|1997|
| 13914|1998|
| 12972|1999|
|     3|200|
| 11598|2000|
| 10010|2001|
|  9476|2002|
|  8815|2003|
|  9117|2004|
|  9631|2005|
|  9139|2006|
| 16612|2007|
| 22217|2008|
| 25591|2009|
|     1|20092009|
| 26898|2010|
|     3|[2010]|
| 27281|2011|
| 26779|2012|
| 28391|2013|
| 27602|2014|
| 25201|2015|
|  1970|2016|
|     2|2017|
|     1|2018|
|     1|207|
|     1|2104|
