|    18|1988|
|  1149|1993|
|  1178|1994|
|     2|2010|
|     2|2011|
|     6|2012|
|    22|2013|
|   423|2014|
|  5333|2015|
| 23735|2016|
|     1|2016.|
|     1|2016/18|
|     1|20162016|
|    22|2016/2017|
| 23796|2017|
|     1|20172017|
|     1|2017/2018|
| 17685|2018|
|    82|2019|
|    10|2020|
